"","Received.Year","Received.Month","Report.Date","County.Name","Animal.Classification","Number.of.Samples","Positive.Samples","Latitude.Center.Point","Longitude.Center.Point","Geocode"
"253",2018,1,NA,"Orleans","Wild Other",2,0,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"254",2021,12,NA,"Monroe","Cat",2,1,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"255",2013,9,NA,"Clinton","Cat",2,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"256",2024,6,NA,"Rockland","Bat",4,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"257",2011,9,NA,"Madison","Rodents",1,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"258",2017,12,NA,"Lewis","Skunk",1,1,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"259",2020,12,NA,"Monroe","Bat",4,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"260",2013,3,NA,"Clinton","Dog",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"261",2009,4,NA,"Suffolk","Dog",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"262",2018,1,NA,"Putnam","Cat",2,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"263",2021,3,NA,"Schoharie","Dog",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"264",2015,7,NA,"Seneca","Bat",2,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"265",2012,4,NA,"Broome","Dog",3,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"266",2018,5,NA,"Suffolk","Raccoon",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"267",2023,1,NA,"Steuben","Bat",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"268",2018,2,NA,"Steuben","Cattle",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"269",2017,6,NA,"Rockland","Bat",2,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"270",2023,7,NA,"Clinton","Skunk",3,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"271",2023,11,NA,"Schoharie","Cat",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"272",2019,3,NA,"Madison","Bat",1,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"273",2019,2,NA,"Cortland","Dog",2,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"274",2010,7,NA,"Cayuga","Dog",3,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"275",2018,8,NA,"Tompkins","Dog",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"276",2023,11,NA,"Ontario","Cat",1,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"277",2009,5,NA,"Steuben","Dog",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"278",2023,5,NA,"Oswego","Raccoon",7,1,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"279",2009,6,NA,"Jefferson","Dog",3,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"280",2023,5,NA,"Rockland","Cat",1,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"281",2020,5,NA,"Monroe","Cat",3,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"282",2022,2,NA,"Cortland","Cat",1,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"283",2022,11,NA,"Broome","Skunk",2,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"284",2022,5,NA,"Chemung","Cat",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"285",2015,10,NA,"Onondaga","Dog",7,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"286",2022,3,NA,"Genesee","Wild Other",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"287",2017,6,NA,"Chenango","Fox",2,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"288",2013,3,NA,"Oswego","Bat",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"289",2019,6,NA,"Rockland","Cat",6,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"290",2015,8,NA,"Tompkins","Cat",3,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"291",2016,8,NA,"Dutchess","Raccoon",1,1,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"292",2011,4,NA,"Clinton","Dog",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"293",2008,4,NA,"Orange","Cat",4,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"294",2009,5,NA,"Clinton","Raccoon",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"295",2022,9,NA,"Cayuga","Skunk",1,1,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"296",2019,6,NA,"Broome","Dog",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"297",2010,8,NA,"Rensselaer","Bat",12,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"298",2017,3,NA,"Steuben","Wild Other",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"299",2009,6,NA,"Clinton","Rodents",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"300",2024,2,NA,"Jefferson","Cat",1,1,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"301",2022,6,NA,"Orange","Bat",4,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"302",2021,6,NA,"Rensselaer","Raccoon",2,1,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"303",2022,3,NA,"Montgomery","Bat",1,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"304",2016,5,NA,"Schuyler","Cattle",1,0,42.39501,-76.87556,"POINT (-76.87556 42.39501)"
"305",2014,8,NA,"Schoharie","Dog",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"306",2019,5,NA,"Delaware","Fox",1,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"307",2009,7,NA,"Cattaraugus","Bat",30,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"308",2016,7,NA,"Orange","Cat",4,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"309",2009,6,NA,"Oneida","Cat",2,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"310",2018,11,NA,"Chemung","Cat",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"311",2023,5,NA,"Tompkins","Cat",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"312",2018,12,NA,"Albany","Rodents",1,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"313",2015,5,NA,"Broome","Bat",8,1,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"314",2009,7,NA,"Saratoga","Domestic Other",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"315",2024,6,NA,"Nassau","Cat",6,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"316",2023,5,NA,"Tioga","Bat",3,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"317",2019,9,NA,"Madison","Cat",1,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"318",2022,12,NA,"Seneca","Bat",1,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"319",2011,5,NA,"Suffolk","Raccoon",3,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"320",2023,6,NA,"Oswego","Raccoon",6,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"321",2021,12,NA,"Herkimer","Cat",1,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"322",2012,7,NA,"Wayne","Wild Other",1,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"323",2011,6,NA,"Yates","Cat",3,0,42.66095,-77.05365,"POINT (-77.05365 42.66095)"
"324",2009,10,NA,"Chautauqua","Dog",1,0,42.25171,-79.50169,"POINT (-79.50169 42.25171)"
"325",2018,1,NA,"Jefferson","Cat",2,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"326",2021,7,NA,"Erie","Dog",7,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"327",2011,5,NA,"Genesee","Raccoon",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"328",2014,6,NA,"St. Lawrence","Rodents",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"329",2012,7,NA,"Chemung","Bat",12,1,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"330",2015,4,NA,"Broome","Raccoon",1,1,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"331",2015,9,NA,"Genesee","Fox",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"332",2023,6,NA,"Schenectady","Cat",3,1,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"333",2011,11,NA,"St. Lawrence","Fox",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"334",2023,9,NA,"Genesee","Wild Other",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"335",2014,6,NA,"Orange","Cat",5,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"336",2020,5,NA,"Cortland","Raccoon",1,1,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"337",2011,12,NA,"St. Lawrence","Bat",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"338",2017,7,NA,"Ulster","Raccoon",1,1,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"339",2021,12,NA,"Wayne","Dog",1,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"340",2023,6,NA,"Erie","Dog",13,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"341",2009,5,NA,"Allegany","Bat",3,0,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"342",2008,5,NA,"Westchester","Cat",5,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"343",2010,2,NA,"Lewis","Bat",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"344",2021,10,NA,"Oswego","Wild Other",2,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"345",2011,1,NA,"Schenectady","Wild Other",1,0,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"346",2011,5,NA,"Saratoga","Bat",3,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"347",2020,3,NA,"Lewis","Fox",1,0,43.78471,-75.44877,"POINT (-75.44877 43.78471)"
"348",2015,4,NA,"Franklin","Dog",2,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"349",2017,12,NA,"Nassau","Raccoon",15,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"350",2011,7,NA,"Oneida","Dog",3,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"351",2016,6,NA,"Essex","Skunk",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"352",2019,4,NA,"Ulster","Fox",1,1,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"353",2013,6,NA,"Orange","Raccoon",1,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"354",2020,5,NA,"Westchester","Raccoon",3,2,41.122,-73.7949,"POINT (-73.7949 41.122)"
"355",2015,5,NA,"Rockland","Cat",2,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"356",2021,1,NA,"Genesee","Cat",1,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"357",2018,9,NA,"Saratoga","Wild Other",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"358",2015,9,NA,"Nassau","Cat",7,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"359",2020,7,NA,"Tompkins","Dog",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"360",2021,6,NA,"Tioga","Bat",2,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"361",2023,8,NA,"Fulton","Cat",2,0,43.0069,-74.37424,"POINT (-74.37424 43.0069)"
"362",2021,4,NA,"Wyoming","Dog",1,0,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"363",2011,7,NA,"Oneida","Fox",1,1,43.10205,-75.23,"POINT (-75.23 43.10205)"
"364",2023,2,NA,"Yates","Cattle",1,0,42.66095,-77.05365,"POINT (-77.05365 42.66095)"
"365",2017,8,NA,"Oneida","Raccoon",1,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"366",2016,10,NA,"Rockland","Bat",1,1,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"367",2020,2,NA,"Montgomery","Bat",1,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"368",2016,8,NA,"Tompkins","Domestic Other",2,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"369",2017,6,NA,"Putnam","Dog",1,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"370",2020,6,NA,"Livingston","Wild Other",3,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"371",2018,9,NA,"Otsego","Bat",1,0,42.70102,-74.9268,"POINT (-74.9268 42.70102)"
"372",2015,12,NA,"Putnam","Skunk",1,1,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"373",2008,2,NA,"Schoharie","Bat",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"374",2023,6,NA,"Monroe","Fox",3,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"375",2021,9,NA,"Montgomery","Skunk",1,1,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"376",2017,1,NA,"Suffolk","Dog",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"377",2022,4,NA,"Cayuga","Cat",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"378",2012,10,NA,"Erie","Raccoon",3,1,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"379",2013,4,NA,"Clinton","Skunk",4,1,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"380",2012,4,NA,"Yates","Raccoon",1,0,42.66095,-77.05365,"POINT (-77.05365 42.66095)"
"381",2018,8,NA,"Ontario","Bat",26,0,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"382",2008,5,NA,"Cattaraugus","Bat",4,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"383",2015,3,NA,"Broome","Dog",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"384",2016,11,NA,"Essex","Skunk",1,0,44.21634,-73.59043,"POINT (-73.59043 44.21634)"
"385",2021,9,NA,"Tioga","Dog",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"386",2019,11,NA,"Cattaraugus","Bat",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"387",2020,4,NA,"Wayne","Cat",2,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"388",2009,4,NA,"Niagara","Bat",1,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"389",2019,6,NA,"Albany","Rodents",1,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"390",2020,10,NA,"Schoharie","Cat",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"391",2022,8,NA,"Ulster","Bat",15,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"392",2015,10,NA,"Schoharie","Raccoon",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"393",2018,5,NA,"Albany","Dog",2,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"394",2020,7,NA,"Franklin","Wild Other",1,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"395",2012,9,NA,"Wayne","Wild Other",1,0,43.06169,-76.99171,"POINT (-76.99171 43.06169)"
"396",2008,9,NA,"Clinton","Skunk",2,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"397",2010,12,NA,"Delaware","Cat",1,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"398",2014,4,NA,"Broome","Dog",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"399",2013,4,NA,"Clinton","Fox",1,1,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"400",2015,6,NA,"Orange","Wild Other",1,0,41.40219,-74.3241,"POINT (-74.3241 41.40219)"
"401",2018,9,NA,"Orleans","Wild Other",2,1,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"402",2010,12,NA,"Tompkins","Skunk",1,1,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"403",2014,8,NA,"Tioga","Bat",10,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"404",2013,2,NA,"Ontario","Raccoon",1,1,42.88749,-77.28249,"POINT (-77.28249 42.88749)"
"405",2022,6,NA,"Warren","Raccoon",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"406",2023,8,NA,"Warren","Cat",2,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"407",2008,1,NA,"Delaware","Bat",1,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"408",2009,4,NA,"Broome","Raccoon",1,1,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"409",2010,11,NA,"Cayuga","Wild Other",1,0,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"410",2009,6,NA,"Yates","Raccoon",1,0,42.66095,-77.05365,"POINT (-77.05365 42.66095)"
"411",2022,9,NA,"Monroe","Cat",3,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"412",2008,8,NA,"Steuben","Bat",14,1,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"413",2023,6,NA,"Broome","Cat",3,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"414",2015,1,NA,"Ulster","Dog",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"415",2008,2,NA,"Cortland","Cat",1,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"416",2013,9,NA,"Warren","Cat",1,1,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"417",2009,5,NA,"Columbia","Bat",3,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"418",2013,10,NA,"Albany","Dog",3,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"419",2019,2,NA,"St. Lawrence","Fox",1,0,44.59563,-75.16923,"POINT (-75.16923 44.59563)"
"420",2023,5,NA,"Montgomery","Bat",1,0,42.95571,-74.37199,"POINT (-74.37199 42.95571)"
"421",2018,3,NA,"Sullivan","Cat",1,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"422",2009,9,NA,"Rensselaer","Domestic Other",1,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"423",2021,1,NA,"Monroe","Bat",1,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"424",2016,10,NA,"Chemung","Cat",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"425",2008,11,NA,"Cortland","Cat",1,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"426",2018,4,NA,"Columbia","Dog",1,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"427",2012,2,NA,"Suffolk","Wild Other",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"428",2008,6,NA,"Saratoga","Wild Other",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"429",2014,7,NA,"Monroe","Rodents",1,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"430",2022,6,NA,"Columbia","Rodents",1,0,42.25177,-73.78788,"POINT (-73.78788 42.25177)"
"431",2009,3,NA,"Broome","Dog",1,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"432",2016,3,NA,"Madison","Bat",2,0,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"433",2022,5,NA,"Onondaga","Cat",1,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"434",2024,4,NA,"Onondaga","Cat",2,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"435",2013,4,NA,"Tioga","Cat",1,0,42.17028,-76.30633,"POINT (-76.30633 42.17028)"
"436",2008,4,NA,"Orleans","Domestic Other",1,0,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"437",2021,12,NA,"Tompkins","Domestic Other",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"438",2022,7,NA,"Onondaga","Rodents",1,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"439",2018,1,NA,"Cattaraugus","Dog",1,0,42.24942,-78.79884,"POINT (-78.79884 42.24942)"
"440",2007,11,NA,"Saratoga","Cattle",1,0,43.0106,-73.84956,"POINT (-73.84956 43.0106)"
"441",2008,2,NA,"Niagara","Cat",2,0,43.16886,-78.69685,"POINT (-78.69685 43.16886)"
"442",2023,9,NA,"Washington","Cat",3,1,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"443",2009,10,NA,"Seneca","Dog",1,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"444",2020,12,NA,"Schoharie","Dog",3,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"445",2016,1,NA,"Erie","Bat",11,1,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"446",2023,11,NA,"Chemung","Dog",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"447",2011,7,NA,"Genesee","Bat",4,0,42.9838,-78.1564,"POINT (-78.1564 42.9838)"
"448",2016,7,NA,"Schoharie","Cattle",1,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"449",2019,1,NA,"Orleans","Wild Other",1,0,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"450",2014,9,NA,"Rensselaer","Wild Other",1,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"451",2011,9,NA,"Washington","Cat",4,0,43.26707,-73.58484,"POINT (-73.58484 43.26707)"
"452",2016,1,NA,"Sullivan","Dog",2,0,41.65454,-74.68491,"POINT (-74.68491 41.65454)"
"453",2019,3,NA,"Nassau","Cat",6,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"454",2017,7,NA,"Rockland","Cat",3,0,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"455",2012,5,NA,"Onondaga","Dog",5,0,43.04794,-76.14745,"POINT (-76.14745 43.04794)"
"456",2018,1,NA,"Livingston","Cat",1,0,42.80006,-77.81584,"POINT (-77.81584 42.80006)"
"457",2009,4,NA,"Erie","Domestic Other",3,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"458",2009,10,NA,"Westchester","Fox",1,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"459",2013,5,NA,"Schenectady","Cat",1,0,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"460",2010,8,NA,"Delaware","Bat",9,0,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"461",2016,6,NA,"Monroe","Bat",6,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"462",2013,7,NA,"Erie","Dog",11,0,42.75816,-78.77966,"POINT (-78.77966 42.75816)"
"463",2016,8,NA,"Westchester","Cat",5,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"464",2007,6,NA,"Albany","Rodents",2,0,42.6526,-73.7562,"POINT (-73.7562 42.6526)"
"465",2024,5,NA,"Schoharie","Bat",2,0,42.66587,-74.30988,"POINT (-74.30988 42.66587)"
"466",2022,8,NA,"Warren","Dog",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"467",2022,1,NA,"Orleans","Skunk",1,1,43.24625,-78.19376,"POINT (-78.19376 43.24625)"
"468",2013,9,NA,"Cayuga","Fox",1,1,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"469",2022,6,NA,"Rensselaer","Bat",6,0,42.72768,-73.69106,"POINT (-73.69106 42.72768)"
"470",2011,7,NA,"Schenectady","Cat",3,1,42.81422,-73.9441,"POINT (-73.9441 42.81422)"
"471",2017,10,NA,"Delaware","Raccoon",1,1,42.27959,-74.91376,"POINT (-74.91376 42.27959)"
"472",2014,9,NA,"Nassau","Rodents",1,0,40.74607,-73.63462,"POINT (-73.63462 40.74607)"
"473",2010,10,NA,"Wyoming","Bat",1,1,42.74022,-78.13259,"POINT (-78.13259 42.74022)"
"474",2013,7,NA,"Westchester","Rodents",3,0,41.122,-73.7949,"POINT (-73.7949 41.122)"
"475",2019,7,NA,"Monroe","Dog",2,0,43.15571,-77.61255,"POINT (-77.61255 43.15571)"
"476",2019,9,NA,"Westchester","Raccoon",1,1,41.122,-73.7949,"POINT (-73.7949 41.122)"
"477",2019,2,NA,"Jefferson","Fox",1,0,43.97238,-75.91125,"POINT (-75.91125 43.97238)"
"478",2010,2,NA,"Oneida","Bat",3,1,43.10205,-75.23,"POINT (-75.23 43.10205)"
"479",2017,1,NA,"Oneida","Cat",2,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"480",2018,4,NA,"Oswego","Domestic Other",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
"481",2014,7,NA,"Greene","Rodents",1,0,42.21761,-73.86491,"POINT (-73.86491 42.21761)"
"482",2018,7,NA,"Clinton","Raccoon",5,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"483",2018,5,NA,"Clinton","Skunk",4,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"484",2016,2,NA,"Steuben","Cat",1,0,42.26781,-77.38381,"POINT (-77.38381 42.26781)"
"485",2010,1,NA,"Rockland","Raccoon",1,1,41.14742,-73.98943,"POINT (-73.98943 41.14742)"
"486",2023,8,NA,"Seneca","Bat",4,0,42.78105,-76.82376,"POINT (-76.82376 42.78105)"
"487",2011,4,NA,"Suffolk","Rodents",1,0,40.91701,-72.66214,"POINT (-72.66214 40.91701)"
"488",2016,8,NA,"Chenango","Bat",10,0,42.53122,-75.52378,"POINT (-75.52378 42.53122)"
"489",2016,8,NA,"Herkimer","Cattle",2,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"490",2016,10,NA,"Broome","Wild Other",3,1,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"491",2010,5,NA,"Franklin","Bat",1,0,44.84888,-74.29136,"POINT (-74.29136 44.84888)"
"492",2021,5,NA,"Cayuga","Fox",1,1,43.01032,-76.57435,"POINT (-76.57435 43.01032)"
"493",2015,12,NA,"Allegany","Raccoon",1,1,42.34332,-78.11192,"POINT (-78.11192 42.34332)"
"494",2018,7,NA,"Dutchess","Raccoon",2,0,41.76569,-73.74322,"POINT (-73.74322 41.76569)"
"495",2020,12,NA,"Herkimer","Cat",1,0,43.02599,-74.98441,"POINT (-74.98441 43.02599)"
"496",2011,4,NA,"Oneida","Domestic Other",1,0,43.10205,-75.23,"POINT (-75.23 43.10205)"
"497",2016,11,NA,"Warren","Wild Other",1,0,43.42622,-73.71242,"POINT (-73.71242 43.42622)"
"498",2019,1,NA,"Clinton","Wild Other",1,0,44.69967,-73.45181,"POINT (-73.45181 44.69967)"
"499",2022,9,NA,"Putnam","Dog",1,0,41.42733,-73.74847,"POINT (-73.74847 41.42733)"
"500",2017,2,NA,"Chemung","Cat",1,0,42.08982,-76.80826,"POINT (-76.80826 42.08982)"
"501",2012,1,NA,"Cortland","Dog",1,0,42.60121,-76.18048,"POINT (-76.18048 42.60121)"
"502",2014,12,NA,"Tompkins","Dog",1,0,42.45201,-76.47367,"POINT (-76.47367 42.45201)"
"503",2010,8,NA,"Broome","Wild Other",2,0,42.0987,-75.91254,"POINT (-75.91254 42.0987)"
"504",2012,1,NA,"Madison","Fox",2,2,42.91287,-75.66973,"POINT (-75.66973 42.91287)"
"505",2022,11,NA,"Ulster","Wild Other",1,0,41.92706,-73.99762,"POINT (-73.99762 41.92706)"
"506",2015,7,NA,"Oswego","Fox",1,0,43.4576,-76.50769,"POINT (-76.50769 43.4576)"
